종목명,Sector,Industry Group,Industry,10차표준(세분류),10차표준(세세분류),주요상품
코데즈컴바인,경기소비재,내구 소비재 및 의류,"내구소비재, 레저용품, 섬유 및 의복",봉제의복 제조업,봉제의복 제조업,패션의류
혜인,경기소비재,유통,"도매 및 소매, 온라인 쇼핑, 백화점",산업용 기계 및 장비 도매업,건설ㆍ광업용 기계 및 장비 도매업,"건설기계,산업용 기계장비(진공흡인차,세정차),스테거크레인,비상용발전기,해상용엔진 도소매/창고"
신송홀딩스,경기소비재,유통,"도매 및 소매, 온라인 쇼핑, 백화점",산업용 농ㆍ축산물 및 동ㆍ식물 도매업,곡물 및 유지작물 도매업,사업경영 및 관리자문
위니아에이드,경기소비재,유통,"도매 및 소매, 온라인 쇼핑, 백화점",상품 종합 도매업,상품 종합 도매업,"전자제품 소매, 물류주선, 서비스대행"
영원무역,경기소비재,유통,"도매 및 소매, 온라인 쇼핑, 백화점",상품 종합 도매업,상품 종합 도매업,스포츠의류
글로본,경기소비재,유통,"도매 및 소매, 온라인 쇼핑, 백화점",상품 종합 도매업,상품 종합 도매업,화장품 외
오션인더블유,경기소비재,유통,"도매 및 소매, 온라인 쇼핑, 백화점",상품 종합 도매업,상품 종합 도매업,운송
YW,경기소비재,유통,"도매 및 소매, 온라인 쇼핑, 백화점",상품 종합 도매업,상품 종합 도매업,도소매
STX,경기소비재,유통,"도매 및 소매, 온라인 쇼핑, 백화점",상품 종합 도매업,상품 종합 도매업,"에너지 원료(석탄,석유),산업기자재(기계부품) 도매"
실리콘투,경기소비재,유통,"도매 및 소매, 온라인 쇼핑, 백화점",상품 종합 도매업,상품 종합 도매업,화장품 유통
대명소노시즌,경기소비재,유통,"도매 및 소매, 온라인 쇼핑, 백화점",상품 종합 도매업,상품 종합 도매업,기업소모성자재 구매대행업
디에이치엑스컴퍼니,경기소비재,유통,"도매 및 소매, 온라인 쇼핑, 백화점",상품 종합 도매업,상품 종합 도매업,FLC
SG세계물산,경기소비재,유통,"도매 및 소매, 온라인 쇼핑, 백화점",상품 종합 도매업,상품 종합 도매업,"피복류,봉제품,P.E제품 수출입,도매,제조/조경사업"
딥마인드,경기소비재,유통,"도매 및 소매, 온라인 쇼핑, 백화점",상품 종합 도매업,상품 종합 도매업,"건강기능식품, 블랙박스, 내비게이션 등"
우리엔터프라이즈,경기소비재,유통,"도매 및 소매, 온라인 쇼핑, 백화점",상품 종합 도매업,상품 종합 도매업,"변환장치 제조업 백열전구, 형광등"
일월지엠엘,경기소비재,유통,"도매 및 소매, 온라인 쇼핑, 백화점",상품 종합 도매업,상품 종합 도매업,전기 및 온수매트
아이마켓코리아,경기소비재,유통,"도매 및 소매, 온라인 쇼핑, 백화점",상품 종합 도매업,상품 종합 도매업,B2B 전자상거래
인크레더블버즈,경기소비재,유통,"도매 및 소매, 온라인 쇼핑, 백화점",상품 종합 도매업,상품 종합 도매업,"Jayjun, Nerdy 외"
한샘,경기소비재,유통,"도매 및 소매, 온라인 쇼핑, 백화점","생활용 가구, 조명기구 및 비전기식 생활용 기기 도매업",생활용 가구 도매업,"주방가구(씽크대),인테리어가구 판매,제조/주택신축판매"
제로투세븐,경기소비재,유통,"도매 및 소매, 온라인 쇼핑, 백화점","생활용 섬유제품, 의복, 의복 액세 서리 및 모피제품 도매업",유아용 의류 도매업,유아동복 및 용품
아가방컴퍼니,경기소비재,유통,"도매 및 소매, 온라인 쇼핑, 백화점","생활용 섬유제품, 의복, 의복 액세 서리 및 모피제품 도매업",유아용 의류 도매업,유아용 의류 및 용품
ES큐브,경기소비재,유통,"도매 및 소매, 온라인 쇼핑, 백화점","생활용 섬유제품, 의복, 의복 액세 서리 및 모피제품 도매업",기타 생활용 섬유 및 직물제품 도매업,"텐트, 원 ·부자재"
모나미,경기소비재,유통,"도매 및 소매, 온라인 쇼핑, 백화점","생활용 포장ㆍ위생용품, 문구용품 및 출판 인쇄물 도매업","문구용품, 회화용품, 사무용품 도매업","BP153(BALL POINT PEN), P-3000(PLUS PEN), 유성매직, 보드마카, 네임펜, PARKER, WARTERMAN, 색연필"
모다이노칩,경기소비재,유통,"도매 및 소매, 온라인 쇼핑, 백화점","섬유, 의복, 신발 및 가죽제품 소매업","섬유, 의복, 신발 및 가죽제품 소매업","ESD필터,칩바리스터"
코웰패션,경기소비재,유통,"도매 및 소매, 온라인 쇼핑, 백화점","섬유, 의복, 신발 및 가죽제품 소매업","섬유, 의복, 신발 및 가죽제품 소매업","의복, 잡화, 콘덴서"
토박스코리아,경기소비재,유통,"도매 및 소매, 온라인 쇼핑, 백화점","섬유, 의복, 신발 및 가죽제품 소매업","섬유, 의복, 신발 및 가죽제품 소매업",유아동 신발
포니링크,경기소비재,유통,"도매 및 소매, 온라인 쇼핑, 백화점","섬유, 의복, 신발 및 가죽제품 소매업","섬유, 의복, 신발 및 가죽제품 소매업",의류제품
윙스풋,경기소비재,유통,"도매 및 소매, 온라인 쇼핑, 백화점","섬유, 의복, 신발 및 가죽제품 소매업","섬유, 의복, 신발 및 가죽제품 소매업",신발 매입 및 공급
아즈텍WB,경기소비재,내구 소비재 및 의류,"내구소비재, 레저용품, 섬유 및 의복","섬유제품 염색, 정리 및 마무리 가공업","직물, 편조원단 및 의복류 염색 가공업",직물
교촌에프앤비,경기소비재,유통,"도매 및 소매, 온라인 쇼핑, 백화점",신선식품 및 단순 가공식품 도매업,육류 도매업,치킨 프랜차이즈
비엘팜텍,경기소비재,유통,"도매 및 소매, 온라인 쇼핑, 백화점",신선식품 및 단순 가공식품 도매업,기타 신선식품 및 단순 가공식품 도매업,건강보조식품 등
대성산업,경기소비재,유통,"도매 및 소매, 온라인 쇼핑, 백화점",연료 소매업,연료 소매업,"주요소운영,기계판매 등"
흥구석유,경기소비재,유통,"도매 및 소매, 온라인 쇼핑, 백화점","연료, 연료용 광물 및 관련제품 도매업",액체연료 및 관련제품 도매업,휘발유등
중앙에너비스,경기소비재,유통,"도매 및 소매, 온라인 쇼핑, 백화점","연료, 연료용 광물 및 관련제품 도매업",액체연료 및 관련제품 도매업,석유류도소매
리드코프,경기소비재,유통,"도매 및 소매, 온라인 쇼핑, 백화점","연료, 연료용 광물 및 관련제품 도매업",액체연료 및 관련제품 도매업,화공약품운반
DH오토웨어,경기소비재,미디어,미디어,영상 및 음향기기 제조업,영상 및 음향기기 제조업,카멀티미디어 및 TFT-LCD 부품제조..
키이스트,경기소비재,미디어,미디어,"영화, 비디오물 및 방송프로그램 배급업","영화, 비디오물 및 방송프로그램 배급업",멀티미디어 SI
위지윅스튜디오,경기소비재,미디어,미디어,"영화, 비디오물 및 방송프로그램 제작 관련 서비스업","영화, 비디오물 및 방송프로그램 제작 관련 서비스업","VFX, 뉴미디어 등 특수영상 컨텐츠 제작"
위즈코프,경기소비재,유통,"도매 및 소매, 온라인 쇼핑, 백화점",운송장비용 연료 소매업,운송장비용 주유소 운영업,인터넷 인프라 및 응용
삼천리자전거,경기소비재,유통,"도매 및 소매, 온라인 쇼핑, 백화점","음반 및 비디오물, 악기, 오락 및 경기용품 도매업",자전거 및 기타 운송장비 도매업,자전거
형지글로벌,경기소비재,유통,"도매 및 소매, 온라인 쇼핑, 백화점",의복 소매업,의복 소매업,골프의류 및 골프잡화
신세계인터내셔날,경기소비재,유통,"도매 및 소매, 온라인 쇼핑, 백화점",의복 소매업,가죽 및 모피의복 소매업,"섬유, 의복, 신발 및 가죽제품 소매"
한세엠케이,경기소비재,유통,"도매 및 소매, 온라인 쇼핑, 백화점",의복 소매업,가죽 및 모피의복 소매업,"케주얼웨어(BUCKAROO, TBJ 등)"
더네이쳐홀딩스,경기소비재,내구 소비재 및 의류,"내구소비재, 레저용품, 섬유 및 의복",의복 액세서리 제조업,의복 액세서리 제조업,"의류, 여행용 가방 및 잡화류"
공구우먼,경기소비재,내구 소비재 및 의류,"내구소비재, 레저용품, 섬유 및 의복",의복 액세서리 제조업,의복 액세서리 제조업,플러스사이즈 여성용 의류 및 잡화
SJM홀딩스,경기소비재,자동차 및 부품,자동차,자동차 부품 및 내장품 판매업,자동차 부품 및 내장품 판매업,지주회사및경영자문
애머릿지,경기소비재,자동차 및 부품,자동차,자동차 부품 및 내장품 판매업,자동차 부품 및 내장품 판매업,인터모달 신생 및 재생타이어
오토앤,경기소비재,자동차 및 부품,자동차,자동차 신품 부품 및 내장품 판매업,자동차 신품 부품 및 내장품 판매업,자동차 지급품 및 애프터마켓 제품
삼기,경기소비재,자동차 및 부품,자동차,자동차 신품 부품 제조업,자동차 신품 부품 제조업,자동차부품
씨티알모빌리티,경기소비재,자동차 및 부품,자동차,자동차 신품 부품 제조업,자동차 신품 부품 제조업,"이너레이스, 오디 클러치보스, 로터샤프트, 슬리브기어, 컨트롤 암, 엑슬"
디와이씨,경기소비재,자동차 및 부품,자동차,자동차 신품 부품 제조업,자동차 신품 부품 제조업,자동차 부품
아진전자부품,경기소비재,자동차 및 부품,자동차,자동차 신품 부품 제조업,자동차 신품 부품 제조업,자동차 전장부품
우리산업,경기소비재,자동차 및 부품,자동차,자동차 신품 부품 제조업,자동차 신품 부품 제조업,ACTUATOR 등
뉴인텍,경기소비재,자동차 및 부품,자동차,자동차 신품 부품 제조업,자동차 신품 부품 제조업,친환경 차량용 커패시터
두올,경기소비재,자동차 및 부품,자동차,자동차 신품 부품 제조업,자동차 신품 부품 제조업,시트 커버 및 시트 원단
에코캡,경기소비재,자동차 및 부품,자동차,자동차 신품 부품 제조업,자동차 신품 부품 제조업,"자동차 부품(전선, 케이블, 벌브소켓, LED 등)"
현대모비스,경기소비재,자동차 및 부품,자동차,자동차 신품 부품 제조업,자동차 신품 부품 제조업,"자동차A/S용 부품,컨테이너,특수중기,산업기계제품 생산,판매,부품모듈화,부품수출사업,환경/플랜트사업,특수중기부문(컨테이너)"
모트렉스,경기소비재,자동차 및 부품,자동차,자동차 신품 부품 제조업,자동차 신품 부품 제조업,차량용 인포테인먼트
삼기이브이,경기소비재,자동차 및 부품,자동차,자동차 신품 부품 제조업,자동차 신품 부품 제조업,배터리(이차전지) 부품 (엔드플레이트)
명신산업,경기소비재,자동차 및 부품,자동차,자동차 신품 부품 제조업,자동차 신품 부품 제조업,자동차차체부품
네오티스,경기소비재,자동차 및 부품,자동차,자동차 신품 부품 제조업,자동차 신품 부품 제조업,"마이크로비트,샤프트"
케이엔더블유,경기소비재,자동차 및 부품,자동차,자동차 신품 부품 제조업,자동차 신품 부품 제조업,"Blanket, DOF, 보호필름"
우리산업홀딩스,경기소비재,자동차 및 부품,자동차,자동차 신품 부품 제조업,자동차 신품 부품 제조업,HVAC ACTUATOR (자동차 공조장치 부품 등)
에코볼트,경기소비재,자동차 및 부품,자동차,자동차 신품 부품 제조업,자동차 신품 부품 제조업,자동차 신품 부품
대창단조,경기소비재,자동차 및 부품,자동차,자동차 신품 부품 제조업,자동차 신품 부품 제조업,"자동차,중장비 부품(크랭크샤프트,트랙링크조립체,커넥팅로드,중장비롤러류),기어,동력전달장치,단조가공품,단조품 제조"
평화홀딩스,경기소비재,자동차 및 부품,자동차,자동차 신품 부품 제조업,자동차 신품 부품 제조업,지주회사
코오롱모빌리티그룹,경기소비재,자동차 및 부품,자동차,자동차 신품 판매업,자동차 신품 판매업,수입자동차 유통 및 정비업
우수AMS,경기소비재,자동차 및 부품,자동차,자동차 엔진용 신품 부품 제조업,자동차 엔진용 신품 부품 제조업,"엔진, 조향 및 기아변속기 부품"
SNT모티브,경기소비재,자동차 및 부품,자동차,자동차 엔진용 신품 부품 제조업,자동차 엔진용 신품 부품 제조업,"자동차부품(서스펜션모듈,전장품,속옵서버,에어백,트로틀바디,너클),방산품(총포) 제조,도매"
에스엠벡셀,경기소비재,자동차 및 부품,자동차,자동차 엔진용 신품 부품 제조업,자동차 엔진용 신품 부품 제조업,"자동차부품(워터펌프,오일펌프,엔진헤드(GV6),프론트케이스) 제조"
영화금속,경기소비재,자동차 및 부품,자동차,자동차 엔진용 신품 부품 제조업,자동차 엔진용 신품 부품 제조업,"자동차부품,건축자재(관이음쇠) 제조,판매"
모토닉,경기소비재,자동차 및 부품,자동차,자동차 엔진용 신품 부품 제조업,자동차 엔진용 신품 부품 제조업,"자동차용 부품(연료펌프,LPI SYSTEM, FCEV) 제조,판매"
유성기업,경기소비재,자동차 및 부품,자동차,자동차 엔진용 신품 부품 제조업,자동차 엔진용 신품 부품 제조업,"철도차량부품(피스턴링,실린더라이너,발브가이드,타펫트),자동차부품,주강,주물 제조,판매"
인지컨트롤스,경기소비재,자동차 및 부품,자동차,자동차 엔진용 신품 부품 제조업,자동차 엔진용 신품 부품 제조업,"자동차부품(터머스위치,터머스탯) 제조"
SNT다이내믹스,경기소비재,자동차 및 부품,자동차,자동차 엔진용 신품 부품 제조업,자동차 엔진용 신품 부품 제조업,"자동차부품(동력전달장치 등),공작기계(CNC선반 등),사출성형기 제조"
덕양산업,경기소비재,자동차 및 부품,자동차,자동차 엔진용 신품 부품 제조업,자동차 엔진용 신품 부품 제조업,"자동차부품(CRASH PAD,TRIM PANEL) 제조,판매"
태양금속,경기소비재,자동차 및 부품,자동차,자동차 엔진용 신품 부품 제조업,자동차 엔진용 신품 부품 제조업,"자동차용 강력볼트,너트,전기전자제품용 나사,자전거부품,전해동박,도금도장설비 제조"
코다코,경기소비재,자동차 및 부품,자동차,자동차 엔진용 신품 부품 제조업,자동차 엔진용 신품 부품 제조업,"Oil Pump, Throttle Body"
CBI,경기소비재,자동차 및 부품,자동차,자동차 엔진용 신품 부품 제조업,자동차 엔진용 신품 부품 제조업,엔진부품
에스엘,경기소비재,자동차 및 부품,자동차,자동차 엔진용 신품 부품 제조업,자동차 엔진용 신품 부품 제조업,"자동차부품(자동차램프, 전동화부품, 전자부품) 제조, 판매"
한국무브넥스,경기소비재,자동차 및 부품,자동차,자동차 엔진용 신품 부품 제조업,자동차 엔진용 신품 부품 제조업,"자동차부품(제동,구동장치),프랜지(관이음쇠),철구조물,산업기계 제조"
대원강업,경기소비재,자동차 및 부품,자동차,자동차 엔진용 신품 부품 제조업,자동차 엔진용 신품 부품 제조업,차랑용 스프링 및 시트
오리엔트정공,경기소비재,자동차 및 부품,자동차,자동차 엔진용 신품 부품 제조업,자동차 엔진용 신품 부품 제조업,"하우징, 리테이너베어링"
쏘카,경기소비재,자동차 및 부품,자동차,자동차 임대업,자동차 임대업,"카셰어링, 모빌리티 플랫폼 등"
오텍,경기소비재,자동차 및 부품,자동차,자동차 재제조 부품 제조업,자동차 재제조 부품 제조업,"냉동 및 내장탑차, 앰블란스"
현대차,경기소비재,자동차 및 부품,자동차,자동차 제조업,내연기관 승용차 및 기타 여객용 자동차 제조업,"자동차(승용차,버스,트럭,특장차),자동차부품,자동차전착도료 제조,차량정비사업"
기아,경기소비재,자동차 및 부품,자동차,자동차 제조업,내연기관 승용차 및 기타 여객용 자동차 제조업,"승용차,중대형버스,트럭,민수특수차량,군수차량 제조,판매,정비"
엔브이에이치코리아,경기소비재,자동차 및 부품,자동차,자동차 차체용 신품 부품 제조업,자동차 차체용 신품 부품 제조업,"헤드라이너, NVH부품"
구영테크,경기소비재,자동차 및 부품,자동차,자동차 차체용 신품 부품 제조업,자동차 차체용 신품 부품 제조업,엔진 브라켓(Engine Bracket) 등
세원물산,경기소비재,자동차 및 부품,자동차,자동차 차체용 신품 부품 제조업,자동차 차체용 신품 부품 제조업,라디에이터서포터
에코플라스틱,경기소비재,자동차 및 부품,자동차,자동차 차체용 신품 부품 제조업,자동차 차체용 신품 부품 제조업,BUMPER 및 자동차TRIM류
성우하이텍,경기소비재,자동차 및 부품,자동차,자동차 차체용 신품 부품 제조업,자동차 차체용 신품 부품 제조업,자동차범퍼
동원금속,경기소비재,자동차 및 부품,자동차,자동차 차체용 신품 부품 제조업,자동차 차체용 신품 부품 제조업,"자동차부품(도어후레임,머플러,임팩트빔),강관 제조,판매"
세원정공,경기소비재,자동차 및 부품,자동차,자동차 차체용 신품 부품 제조업,자동차 차체용 신품 부품 제조업,"자동차부품(차체류,램프류) 제조"
오스템,경기소비재,자동차 및 부품,자동차,자동차 차체용 신품 부품 제조업,자동차 차체용 신품 부품 제조업,휠
서연이화,경기소비재,자동차 및 부품,자동차,자동차 차체용 신품 부품 제조업,자동차 차체용 신품 부품 제조업,자동차 도어 트림 및 시트
화신정공,경기소비재,자동차 및 부품,자동차,자동차 차체용 신품 부품 제조업,자동차 차체용 신품 부품 제조업,자동차부품
피에이치에이,경기소비재,자동차 및 부품,자동차,자동차 차체용 신품 부품 제조업,자동차 차체용 신품 부품 제조업,"자동차용 도어랫치, 도어힌지"
엠에스오토텍,경기소비재,자동차 및 부품,자동차,자동차 차체용 신품 부품 제조업,자동차 차체용 신품 부품 제조업,자동차 차체 부품
일지테크,경기소비재,자동차 및 부품,자동차,자동차 차체용 신품 부품 제조업,자동차 차체용 신품 부품 제조업,"차체(라지에타, 팩케이지, 씨트 크로스, 대쉬 판넬)"
아진산업,경기소비재,자동차 및 부품,자동차,자동차 차체용 신품 부품 제조업,자동차 차체용 신품 부품 제조업,자동차 차체 부품
도이치모터스,경기소비재,자동차 및 부품,자동차,자동차 판매업,자동차 판매업,수입자동차
엘브이엠씨홀딩스,경기소비재,자동차 및 부품,자동차,자동차 판매업,자동차 판매업,지주회사
휴림에이텍,경기소비재,자동차 및 부품,자동차,자동차용 기타 신품 부품 제조업,그 외 자동차용 신품 부품 제조업,자동차내장카페트
아이윈,경기소비재,자동차 및 부품,자동차,자동차용 기타 신품 부품 제조업,그 외 자동차용 신품 부품 제조업,시트히터
케이비아이동국실업,경기소비재,자동차 및 부품,자동차,자동차용 기타 신품 부품 제조업,그 외 자동차용 신품 부품 제조업,"자동차부품(에어닥트,글로벌박스,노즐,어셈블리류,핸들류) 제조,판매/공장 임대"
이원컴포텍,경기소비재,자동차 및 부품,자동차,자동차용 기타 신품 부품 제조업,그 외 자동차용 신품 부품 제조업,에어서스펜션 시트/일반고정형 시트/스프링서스펜션 시트
세동,경기소비재,자동차 및 부품,자동차,자동차용 기타 신품 부품 제조업,그 외 자동차용 신품 부품 제조업,"도어벨트, 몰딩"
티피씨글로벌,경기소비재,자동차 및 부품,자동차,자동차용 기타 신품 부품 제조업,그 외 자동차용 신품 부품 제조업,"정밀인발강관, 정밀강관, Water pipe, Filler Neck 등"
태원물산,경기소비재,자동차 및 부품,자동차,자동차용 기타 신품 부품 제조업,그 외 자동차용 신품 부품 제조업,"자동차부품,워터펌프,인산정제석고,건축자재(불연내장재), 제조,수출입"
디젠스,경기소비재,자동차 및 부품,자동차,자동차용 기타 신품 부품 제조업,그 외 자동차용 신품 부품 제조업,자동차용 소음기(머플러)
핸즈코퍼레이션,경기소비재,자동차 및 부품,자동차,자동차용 기타 신품 부품 제조업,그 외 자동차용 신품 부품 제조업,자동차 알루미늄 휠
SJM,경기소비재,자동차 및 부품,자동차,자동차용 기타 신품 부품 제조업,그 외 자동차용 신품 부품 제조업,자동차및산업용Bellows
캐스텍코리아,경기소비재,자동차 및 부품,자동차,자동차용 기타 신품 부품 제조업,그 외 자동차용 신품 부품 제조업,자동차용 터보차저 부품
DH오토리드,경기소비재,자동차 및 부품,자동차,자동차용 기타 신품 부품 제조업,그 외 자동차용 신품 부품 제조업,자동차 스티어링휠
대유에이텍,경기소비재,자동차 및 부품,자동차,자동차용 기타 신품 부품 제조업,그 외 자동차용 신품 부품 제조업,자동차부품(자동차용 시트)제조
SG글로벌,경기소비재,자동차 및 부품,자동차,자동차용 기타 신품 부품 제조업,그 외 자동차용 신품 부품 제조업,자동차시트 및 자동차시트커버(Seat Trim Cover)
체시스,경기소비재,자동차 및 부품,자동차,자동차용 기타 신품 부품 제조업,그 외 자동차용 신품 부품 제조업,"자동차부품,뒷차축 제조"
KB오토시스,경기소비재,자동차 및 부품,자동차,자동차용 기타 신품 부품 제조업,그 외 자동차용 신품 부품 제조업,브레이크패드
성창오토텍,경기소비재,자동차 및 부품,자동차,자동차용 기타 신품 부품 제조업,그 외 자동차용 신품 부품 제조업,"차량용 에어컨필터, 차량용인버터 등"
대성파인텍,경기소비재,자동차 및 부품,자동차,자동차용 기타 신품 부품 제조업,그 외 자동차용 신품 부품 제조업,"자동차부품(시트,도어) 제조"
삼보모터스,경기소비재,자동차 및 부품,자동차,자동차용 기타 신품 부품 제조업,그 외 자동차용 신품 부품 제조업,증명서 자동발급기
화승코퍼레이션,경기소비재,자동차 및 부품,자동차,자동차용 기타 신품 부품 제조업,자동차용 신품 조향장치 및 현가장치 제조업,"산업용 고무제품(호스시트,벨트,펜더 등) 제조, 판매"
삼원강재,경기소비재,자동차 및 부품,자동차,자동차용 기타 신품 부품 제조업,그 외 자동차용 신품 부품 제조업,"열간압연제품(평강,봉강,특수이형강,환강,자동차용 겹판스프링) 제조,판매"
지엠비코리아,경기소비재,자동차 및 부품,자동차,자동차용 기타 신품 부품 제조업,그 외 자동차용 신품 부품 제조업,"V/S,EWP,ITM,CVJOINT"
폴라리스세원,경기소비재,자동차 및 부품,자동차,자동차용 기타 신품 부품 제조업,그 외 자동차용 신품 부품 제조업,자동차 공조장치 부품
현대위아,경기소비재,자동차 및 부품,자동차,자동차용 기타 신품 부품 제조업,그 외 자동차용 신품 부품 제조업,"자동차부품, 공작기계 등"
현대공업,경기소비재,자동차 및 부품,자동차,자동차용 기타 신품 부품 제조업,그 외 자동차용 신품 부품 제조업,"시트패드, 암레스트, 헤드레스트"
코리아에프티,경기소비재,자동차 및 부품,자동차,자동차용 기타 신품 부품 제조업,그 외 자동차용 신품 부품 제조업,"캐니스터,플라스틱필러넥,의장부품"
신성에스티,경기소비재,자동차 및 부품,자동차,자동차용 기타 신품 부품 제조업,그 외 자동차용 신품 부품 제조업,전기차/2차전지 Busbar 및 배터리모듈 보호 부품 등
화승알앤에이,경기소비재,자동차 및 부품,자동차,자동차용 기타 신품 부품 제조업,그 외 자동차용 신품 부품 제조업,자동차용 고무제품
네오오토,경기소비재,자동차 및 부품,자동차,자동차용 기타 신품 부품 제조업,자동차용 신품 조향장치 및 현가장치 제조업,"피니언 기어, 디프 어셈블리, 대형기어"
화신,경기소비재,자동차 및 부품,자동차,자동차용 기타 신품 부품 제조업,자동차용 신품 조향장치 및 현가장치 제조업,"자동차엔진부품(ARM류,C/MBR류),자동차부품 제조"
새론오토모티브,경기소비재,자동차 및 부품,자동차,자동차용 기타 신품 부품 제조업,그 외 자동차용 신품 부품 제조업,"자동차부품(브레이크패드,라이닝)"
한일단조,경기소비재,자동차 및 부품,자동차,자동차용 기타 신품 부품 제조업,그 외 자동차용 신품 부품 제조업,단조품
HL만도,경기소비재,자동차 및 부품,자동차,자동차용 기타 신품 부품 제조업,그 외 자동차용 신품 부품 제조업,"제동장치, 조향장치, 현가장치"
유니크,경기소비재,자동차 및 부품,자동차,자동차용 기타 신품 부품 제조업,그 외 자동차용 신품 부품 제조업,"EGR밸브, 유압솔레노이드밸브, 퓨얼벤트밸브, 퓨얼컷트밸브, 체크밸브, 케니스타 등"
대원산업,경기소비재,자동차 및 부품,자동차,자동차용 기타 신품 부품 제조업,그 외 자동차용 신품 부품 제조업,자동차시트
디아이씨,경기소비재,자동차 및 부품,자동차,자동차용 기타 신품 부품 제조업,그 외 자동차용 신품 부품 제조업,"자동차부품(트란스밋숀,프런트액슬,기어,전동축),변속동력전달장치,특수공구,농기계 및 산업기계부품 제조,무역"
삼성공조,경기소비재,자동차 및 부품,자동차,자동차용 기타 신품 부품 제조업,그 외 자동차용 신품 부품 제조업,"자동차부품(라디에터,오일쿨러) 제조,판매"
모베이스전자,경기소비재,자동차 및 부품,자동차,자동차용 기타 신품 부품 제조업,자동차용 신품 제동장치 제조업,"스마트키,스위치"
서진오토모티브,경기소비재,자동차 및 부품,자동차,자동차용 기타 신품 부품 제조업,자동차용 신품 조향장치 및 현가장치 제조업,"Clutch,Flywheel,Driveplate,Bearing,ATparts"
금호에이치티,경기소비재,자동차 및 부품,자동차,자동차용 기타 신품 부품 제조업,그 외 자동차용 신품 부품 제조업,자동차용 전구 및 LED모듈
평화산업,경기소비재,자동차 및 부품,자동차,자동차용 기타 신품 부품 제조업,그 외 자동차용 신품 부품 제조업,"자동차부품(방진고무,방류고무(COVER류,CUP류),호스류),장비시설용 부품 제조,판매"
유니테크노,경기소비재,자동차 및 부품,자동차,자동차용 신품 동력전달장치 및 전기장치 제조업,자동차용 신품 동력전달장치 제조업,"자동차 부품, 전기차 부품, 배터리 셀케이스, ESS 배터리 모듈, SBW 및 EPB, EPS 전동화 부품"
영화테크,경기소비재,자동차 및 부품,자동차,자동차용 신품 동력전달장치 및 전기장치 제조업,자동차용 신품 동력전달장치 및 전기장치 제조업,자동차 정션박스 등
경창산업,경기소비재,자동차 및 부품,자동차,자동차용 신품 동력전달장치 및 전기장치 제조업,자동차용 신품 동력전달장치 제조업,"각종 케이블, 개폐랫치, 리저브탱크, 밴드류, 페달류, 오토트랜스미션부품, 시트용 단품"
동양피스톤,경기소비재,자동차 및 부품,자동차,자동차용 엔진 및 자동차 제조업,자동차용 엔진 및 자동차 제조업,자동차엔진용 피스톤
KG모빌리티,경기소비재,자동차 및 부품,자동차,자동차용 엔진 및 자동차 제조업,자동차용 엔진 및 자동차 제조업,"자동차,자동차부품,차륜,정비 제조/도소매"
광림,경기소비재,자동차 및 부품,자동차,자동차용 엔진 및 자동차 제조업,자동차용 엔진 및 자동차 제조업,"전기공사용 특수차량 및 중량물 운반용 크레인을 생산, 판매하는 제조업체"
한솔PNS,경기소비재,유통,"도매 및 소매, 온라인 쇼핑, 백화점",재생용 재료 및 기타 상품 전문 도매업,그 외 기타 상품 전문 도매업,"정보시스템구축 및 유지보수, 포장재제조 및 가공, 지류가공 및 판매"
현대그린푸드,경기소비재,유통,"도매 및 소매, 온라인 쇼핑, 백화점",종합 소매업,종합 소매업,"푸드서비스(단체급식), 식자재유통서비스, 공산품/생식품 유통서비스"
HLB글로벌,경기소비재,유통,"도매 및 소매, 온라인 쇼핑, 백화점",종합 소매업,종합 소매업,"모래 및 자갈 채취업,콤부차,그린월,화장품,신약개발 등"
한신공영,경기소비재,유통,"도매 및 소매, 온라인 쇼핑, 백화점",주거용 건물 건설업,아파트 건설업,"토목공사,건축공사,주택건설,유통업(백화점),문화교실,주차장"
케이카,경기소비재,자동차 및 부품,자동차,중고 자동차 판매업,중고 자동차 판매업,오프라인 및 온라인 중고차 매매업
대교,경기소비재,소비자 서비스,"호텔 및 레저, 교육",초등 교육기관,초등 교육기관,"학습지,참고서 출판/건설업/종합유선방송 프로그램공급,디지털학원"
엠에프엠코리아,경기소비재,내구 소비재 및 의류,"내구소비재, 레저용품, 섬유 및 의복",편조의복 제조업,편조의복 제조업,"남성,여성,남아,여아용 면의류"
상보,경기소비재,미디어,미디어,플라스틱제품 제조업,플라스틱제품 제조업,"광학필름,윈도우필름,미디어필름"
원익큐브,경기소비재,유통,"도매 및 소매, 온라인 쇼핑, 백화점",화학물질 및 화학제품 도매업,기타 화학물질 및 화학제품 도매업,"MMA,BAM,PC,PP,목재,실란트,디지털인쇄기"
삼영무역,경기소비재,유통,"도매 및 소매, 온라인 쇼핑, 백화점",화학물질 및 화학제품 도매업,기타 화학물질 및 화학제품 도매업,"화공약품, 안경렌즈"
이화산업,경기소비재,유통,"도매 및 소매, 온라인 쇼핑, 백화점",화학물질 및 화학제품 도매업,"염료, 안료 및 관련제품 도매업","염료(반응성염료,분산염료,범용염료,직접염료,산성염료),염료화성품,합성수지,고무 도매,제조"
휴비스,경기소비재,내구 소비재 및 의류,"내구소비재, 레저용품, 섬유 및 의복",화학섬유 제조업,합성섬유 제조업,"합성섬유(폴리에스테르원사,원면),재생섬유,폴리에스텔 원사,원면,고상칩 제조,도소매"
