종목명,Sector,Industry Group,Industry,10차표준(세분류),10차표준(세세분류),주요상품
티케이케미칼,경기소비재,내구 소비재 및 의류,"내구소비재, 레저용품, 섬유 및 의복",화학섬유 제조업,합성섬유 제조업,"수지, 폴리에스터, 스판덱스"
태광산업,경기소비재,내구 소비재 및 의류,"내구소비재, 레저용품, 섬유 및 의복",화학섬유 제조업,합성섬유 제조업,"석유화학제품(PTA,AN),화섬사,직물 등"
HS효성첨단소재,경기소비재,내구 소비재 및 의류,"내구소비재, 레저용품, 섬유 및 의복",화학섬유 제조업,화학섬유 제조업,PET타이어코드
레몬,경기소비재,내구 소비재 및 의류,"내구소비재, 레저용품, 섬유 및 의복",화학섬유 제조업,합성섬유 제조업,"EMI Shield Can, 나노멤브레인 등"
코오롱인더,경기소비재,내구 소비재 및 의류,"내구소비재, 레저용품, 섬유 및 의복",화학섬유 제조업,화학섬유 제조업,"산업자재, 화학, 필름"
효성티앤씨,경기소비재,내구 소비재 및 의류,"내구소비재, 레저용품, 섬유 및 의복",화학섬유 제조업,화학섬유 제조업,"섬유, 산업자재, 화학, 중공업, 건설, 무역,금융 등"
폴라리스우노,경기소비재,내구 소비재 및 의류,"내구소비재, 레저용품, 섬유 및 의복",화학섬유 제조업,합성섬유 제조업,"PVC가발사, 난연고열사"
대한화섬,경기소비재,내구 소비재 및 의류,"내구소비재, 레저용품, 섬유 및 의복",화학섬유 제조업,합성섬유 제조업,"화학섬유원사(FY,PTY,S.FIBER)제조"
NICE,금융,증권,증권,경영 컨설팅 및 공공 관계 서비스업,경영 컨설팅업,"기업신용분석,유가증권등급평정,기업정보,긍융정보,경제정보,소비자신용정보 제공,시장조사,사회여론조사,점외 CD/ATM사업"
지씨셀,금융,은행,은행,"그 외 기타 전문, 과학 및 기술 서비스업","그 외 기타 분류 안된 전문, 과학 및 기술 서비스업","세포치료제, 검체검사서비스, 제대혈은행"
메디포스트,금융,은행,은행,기초 의약 물질 제조업,기초 의약 물질 제조업,제대혈은행
에이플러스에셋,금융,보험,보험,보험 및 연금관련 서비스업,보험 대리 및 중개업,보험대리 및 중개업
인카금융서비스,금융,보험,보험,보험 및 연금관련 서비스업,보험 대리 및 중개업,보험 판매
동양생명,금융,보험,보험,생명 보험업,생명 보험업,생명보험
한화생명,금융,보험,보험,생명 보험업,생명 보험업,생명보험
미래에셋생명,금융,보험,보험,생명 보험업,생명 보험업,생명보험상품
현대해상,금융,보험,보험,손해 및 보증 보험업,손해 보험업,손해보험(자동차보험)
롯데손해보험,금융,보험,보험,손해 및 보증 보험업,손해 보험업,손해보험업
DB손해보험,금융,보험,보험,손해 및 보증 보험업,손해 보험업,"자동차보험,화재보험,해상보험,특종보험,장기보험"
흥국화재,금융,보험,보험,손해 및 보증 보험업,손해 보험업,손해보험
한화손해보험,금융,보험,보험,손해 및 보증 보험업,손해 보험업,손해보험
삼성화재,금융,보험,보험,손해 및 보증 보험업,손해 보험업,"손해보험의 원수,재보험,운용자산의 투자활동"
푸른저축은행,금융,은행,은행,신용조합 및 저축기관,상호저축은행 및 기타 저축기관,대출이자
카카오뱅크,금융,은행,은행,일반은행,국내은행,은행 및 금융서비스
제주은행,금융,은행,은행,일반은행,국내은행,"은행업무,외국환업무,신탁업무"
기업은행,금융,은행,은행,일반은행,국내은행,은행업
키움증권,금융,증권,증권,증권 및 선물 중개업,증권 중개업,"유가증권의 매매, 위탁, 인수, 주선"
삼성증권,금융,증권,증권,증권 및 선물 중개업,증권 중개업,"유가증권의 매매,위탁매매,인수주선"
상상인증권,금융,증권,증권,증권 및 선물 중개업,증권 중개업,유가증권 매매
한양증권,금융,증권,증권,증권 및 선물 중개업,증권 중개업,증권업
NH투자증권,금융,증권,증권,증권 및 선물 중개업,증권 중개업,"증권업,종합금융"
교보증권,금융,증권,증권,증권 및 선물 중개업,증권 중개업,"유가증권 매매,중개,대리,인수"
코리아에셋투자증권,금융,증권,증권,증권 및 선물 중개업,증권 중개업,"IB금융자문, 채권인수 및 매매, 투자중개, 펀드운용 등"
부국증권,금융,증권,증권,증권 및 선물 중개업,증권 중개업,"유가증권 매매,위탁매매,인수,주선"
신영증권,금융,증권,증권,증권 및 선물 중개업,증권 중개업,증권업
유화증권,금융,증권,증권,증권 및 선물 중개업,증권 중개업,증권업
유진투자증권,금융,증권,증권,증권 및 선물 중개업,증권 중개업,"유가증권 매매,중개,인수"
LS증권,금융,증권,증권,증권 및 선물 중개업,증권 중개업,유가증권위탁매매
DB금융투자,금융,증권,증권,증권 및 선물 중개업,증권 중개업,"유가증권,위탁매매,인수,자기매매"
한화투자증권,금융,증권,증권,증권 및 선물 중개업,증권 중개업,"유가증권 위탁매매,자기매매,인수주선"
대신증권,금융,증권,증권,증권 및 선물 중개업,증권 중개업,"유가증권 위탁매매,인수주선,자기매매 기타 금융서비스"
유안타증권,금융,증권,증권,증권 및 선물 중개업,증권 중개업,"유가증권 매매,중개,대리,인수"
미래에셋증권,금융,증권,증권,증권 및 선물 중개업,증권 중개업,"유가증권매매,유가증권위탁매매,유가증권인수"
세아홀딩스,부동산,부동산,부동산,1차 철강 제조업,1차 철강 제조업,지주회사/투자 및 경영컨설팅/부동산 임대
화승인더,부동산,부동산,부동산,1차 플라스틱제품 제조업,플라스틱 필름 제조업,"포장용 합성수지 제조/신발,필름 판매/부동산 임대"
롯데하이마트,부동산,부동산,부동산,가전제품 소매업,가전제품 소매업,"가전제품,잡화 도소매/부동산 임대"
동인기연,부동산,부동산,부동산,"가죽, 가방 및 유사제품 제조업","가죽, 가방 및 유사제품 제조업","스포츠용품(등산용가방,골프백),금속압형제품,유아용품 제조,도소매,통신 판매/부동산 임대"
웅진,부동산,부동산,부동산,경영 컨설팅 및 공공 관계 서비스업,경영 컨설팅업,"교육서비스(웅진아이큐,중.고교학습,어린이마을),도서,잡지 출판/부동산 임대/인터넷관련사업"
대성홀딩스,부동산,부동산,부동산,경영 컨설팅 및 공공 관계 서비스업,경영 컨설팅업,"도시가스,일반가스 공급/가스기기,차량용 연료 판매/해외자원개발,부동산 임대"
고려산업,부동산,부동산,부동산,"곡물가공품, 전분 및 전분제품 제조업","곡물가공품, 전분 및 전분제품 제조업","배합사료,플라스틱용기 제조/부동산 임대"
대한제당,부동산,부동산,부동산,"곡물가공품, 전분 및 전분제품 제조업","곡물가공품, 전분 및 전분제품 제조업","제당,가축용 배합사료,설탕,기능성감미료(자일로올리고당),외식산 제조,도소매/부동산 임대"
우성,부동산,부동산,부동산,"곡물가공품, 전분 및 전분제품 제조업","곡물가공품, 전분 및 전분제품 제조업","배합사료,Suit-feed(맞춤 TMR(육성우,건유우,착유우) 사료),농후사료,곡류(강피류 등 부산물) 제조,판매/부동산 임대,무역"
이월드,부동산,부동산,부동산,귀금속 및 관련제품 제조업,귀금속 및 관련제품 제조업,"놀이시설 운영,입장료,식음료 소매,부동산 임대"
한국석유,부동산,부동산,부동산,그 외 기타 비금속 광물제품 제조업,그 외 기타 분류 안된 비금속 광물제품 제조업,"석유류제품(솔벤트,부로운아스팔트,방수시트몰터프라스,메타놀,빙초산) 제조,도소매/부동산 임대"
한화솔루션,부동산,부동산,부동산,기초 유기 화학물질 제조업,석유화학계 기초 화학물질 제조업,"합성수지,유화부문(LDPE,LLDPE)제품 제조,플라스틱가공품(PVC),CA,무기화학제품,부동산업"
동남합성,부동산,부동산,부동산,기초 화학물질 제조업,기초 화학물질 제조업,"계면활성제,정밀화학품 제조,도매/부동산 임대"
에이프로젠,부동산,부동산,부동산,기타 금속 가공제품 제조업,기타 금속 가공제품 제조업,"단열장치,철구조물,가열로,특수단열재(금속표면경화육성,원자로용) 제조/단열공사/부동산 임대"
해성산업,부동산,부동산,부동산,기타 금융업,기타 금융업,시설관리 용역 및 부동산 임대
신흥,부동산,부동산,부동산,기타 기계 및 장비 도매업,의료기기 도매업,"치과용기자재(방사선장치,전기진단장치),주사침 도소매,제조/부동산 임대"
한세예스24홀딩스,부동산,부동산,부동산,기타 봉제의복 제조업,기타 봉제의복 제조업,"의류(니트) 제조,도소매,원단 제조,부동산 임대"
남성,부동산,부동산,부동산,기타 전문 도매업,기타 전문 도매업,"수출입(카오디오)/통신기기 제조,판매/이동통신,유선방송,정보통신/생활필수품,식품 판매/부동산 임대"
KH 필룩스,부동산,부동산,부동산,기타 전자부품 제조업,그 외 기타 전자부품 제조업,"전자부품(페라이트코아,트랜스포머,데코램프) 제조/온라인정보 제공/부동산 임대"
세이브존I&C,부동산,부동산,부동산,대형 종합 소매업,백화점,"대형할인점(백화점)/부동산 임대/주차장,문화센터 운영"
유니켐,부동산,부동산,부동산,모피 및 가죽 제조업,모피 및 가죽 제조업,"피혁 제조,도매,무역,부동산임대"
이건산업,부동산,부동산,부동산,"박판, 합판 및 강화 목제품 제조업","박판, 합판 및 유사 적층판 제조업","컨테이너용합판,목재 파렛트,프레스우드 파렛트,가공목재,제재목 제조/부동산 임대"
SUN&L,부동산,부동산,부동산,"박판, 합판 및 강화 목제품 제조업","박판, 합판 및 유사 적층판 제조업","합판,가정용가구(선우드),MDF,제재목,하드보드 제조/부동산 임대"
한미반도체,부동산,부동산,부동산,반도체 및 디스플레이 제조용 기계 제조업,반도체 제조용 기계 제조업,"반도체 후공정장비,반도체금형 제조/부동산 매매,임대"
서암기계공업,부동산,부동산,부동산,"베어링, 기어 및 동력전달장치 제조업",기어 및 동력전달장치 제조업,"공작기계부품(정밀기어,척),산업기계 제조부동산 임대"
SK디앤디,부동산,부동산,부동산,부동산 개발 및 공급업,비주거용 건물 개발 및 공급업,"비주거용 부동산개발 및 임대(오피스, 지식산업센터, 호텔 등)"
이스타코,부동산,부동산,부동산,부동산 개발 및 공급업,주거용 건물 개발 및 공급업,부동산 분양/입시학원 운영
퀀텀온,부동산,부동산,부동산,부동산 관련 서비스업,부동산 관련 서비스업,스마트 액세서리(보조배터리 등)
신라섬유,부동산,부동산,부동산,부동산 임대 및 공급업,부동산 임대 및 공급업,부동산
부방,부동산,부동산,부동산,부동산 임대 및 공급업,부동산 임대 및 공급업,"자회사관리, 부동산임대"
자이에스앤디,부동산,부동산,부동산,부동산 임대 및 공급업,부동산 임대 및 공급업,"부동산 관리, 정보통신 공사, 아파트 AS 및 옵션 제품 공급, 건축물 시공 및 분양"
대림B&Co,부동산,부동산,부동산,비내화 일반도자기 제조업,위생용 및 산업용 도자기 제조업,"위생도기,내장타일,조립식욕실제품 제조,판매/부동산 임대"
서희건설,부동산,부동산,부동산,비주거용 건물 건설업,사무ㆍ상업용 및 공공기관용 건물 건설업,"토목, 건축, 부동산임대업"
까뮤이앤씨,부동산,부동산,부동산,비주거용 건물 건설업,사무ㆍ상업용 및 공공기관용 건물 건설업,"토목공사,건축공사/부동산 임대"
이구산업,부동산,부동산,부동산,"비철금속 압연, 압출 및 연신제품 제조업","동 압연, 압출 및 연신제품 제조업","동판.조,황동판.조,인청동판.조 제조,임가공/부동산 임대"
